Gene,SV type, SV key
ENSMMUP00000028528.3,NA,NA
ENSMMUP00000039115.2,NA,NA
ENSMMUP00000052335.1,NA,NA
ENSMMUP00000042567.1,NA,NA
ENSMMUP00000005912.3,NA,NA
ENSMMUP00000038513.2,NA,NA
ENSMMUP00000020640.3,NA,NA
ENSMMUP00000004889.3,NA,NA
ENSMMUP00000041815.1,NA,NA
ENSMMUP00000054105.1,NA,NA
ENSMMUP00000053702.1,NA,NA
ENSMMUP00000013996.3,NA,NA
ENSMMUP00000034736.1,NA,NA
ENSMMUP00000006703.3,NA,NA
ENSMMUP00000003625.2,NA,NA
ENSMMUP00000007315.3,NA,NA
ENSMMUP00000024133.3,NA,NA
ENSMMUP00000017402.3,NA,NA
ENSMMUP00000037749.2,NA,NA
ENSMMUP00000030114.3,NA,NA
ENSMMUP00000048285.1,NA,NA
ENSMMUP00000013594.3,NA,NA
ENSMMUP00000033413.2,NA,NA
ENSMMUP00000018377.3,NA,NA
ENSMMUP00000038313.2,NA,NA
ENSMMUP00000020400.3,NA,NA
ENSMMUP00000043620.1,NA,NA
ENSMMUP00000055386.1,NA,NA
ENSMMUP00000013307.3,NA,NA
ENSMMUP00000027438.3,NA,NA
ENSMMUP00000059390.1,NA,NA
ENSMMUP00000004391.2,NA,NA
ENSMMUP00000007891.1,NA,NA
ENSMMUP00000001862.2,NA,NA
ENSMMUP00000043527.1,NA,NA
ENSMMUP00000044144.1,NA,NA
ENSMMUP00000017980.3,NA,NA
ENSMMUP00000044642.1,NA,NA
ENSMMUP00000058376.1,NA,NA
ENSMMUP00000017477.2,NA,NA
ENSMMUP00000018877.1,NA,NA
ENSMMUP00000025151.1,NA,NA
ENSMMUP00000045158.1,NA,NA
ENSMMUP00000000699.3,NA,NA
ENSMMUP00000017438.3,NA,NA
ENSMMUP00000017744.3,NA,NA
ENSMMUP00000002327.3,NA,NA
ENSMMUP00000000608.3,NA,NA
ENSMMUP00000001435.3,NA,NA
ENSMMUP00000003180.3,NA,NA
ENSMMUP00000012818.2,NA,NA
ENSMMUP00000024172.1,NA,NA
ENSMMUP00000008378.3,NA,NA
ENSMMUP00000019779.3,NA,NA
ENSMMUP00000008456.3,NA,NA
ENSMMUP00000043827.1,NA,NA
ENSMMUP00000059372.1,NA,NA
ENSMMUP00000020223.3,NA,NA
ENSMMUP00000050707.1,NA,NA
ENSMMUP00000005981.3,NA,NA
ENSMMUP00000016685.2,NA,NA
ENSMMUP00000010332.2,NA,NA
ENSMMUP00000053886.1,NA,NA
ENSMMUP00000047695.1,NA,NA
ENSMMUP00000050391.1,NA,NA
ENSMMUP00000055950.1,NA,NA
ENSMMUP00000029651.3,NA,NA
ENSMMUP00000011858.2,NA,NA
ENSMMUP00000055839.1,NA,NA
ENSMMUP00000026161.2,NA,NA
ENSMMUP00000052671.1,NA,NA
ENSMMUP00000036694.2,NA,NA
ENSMMUP00000025177.3,NA,NA
ENSMMUP00000003377.3,NA,NA
ENSMMUP00000046885.1,NA,NA
ENSMMUP00000043902.1,NA,NA
ENSMMUP00000043822.1,NA,NA
ENSMMUP00000056162.1,NA,NA
ENSMMUP00000014710.3,NA,NA
ENSMMUP00000033465.2,NA,NA
ENSMMUP00000018574.3,NA,NA
ENSMMUP00000038219.2,NA,NA
ENSMMUP00000051956.1,NA,NA
ENSMMUP00000060485.1,NA,NA
ENSMMUP00000024039.3,NA,NA
ENSMMUP00000009347.3,NA,NA
ENSMMUP00000013095.2,NA,NA
ENSMMUP00000013437.1,NA,NA
ENSMMUP00000032676.2,NA,NA
ENSMMUP00000059891.1,NA,NA
ENSMMUP00000037832.2,NA,NA
ENSMMUP00000016613.3,NA,NA
ENSMMUP00000046990.1,NA,NA
ENSMMUP00000019933.3,NA,NA
ENSMMUP00000001401.3,NA,NA
ENSMMUP00000021217.3,NA,NA
ENSMMUP00000048500.1,NA,NA
ENSMMUP00000024224.2,NA,NA
ENSMMUP00000054344.1,NA,NA
ENSMMUP00000052651.1,NA,NA
ENSMMUP00000025664.1,NA,NA
ENSMMUP00000051977.1,NA,NA
ENSMMUP00000046479.1,NA,NA
ENSMMUP00000052659.1,NA,NA
ENSMMUP00000023939.2,NA,NA
ENSMMUP00000028222.3,NA,NA
ENSMMUP00000032698.2,NA,NA
ENSMMUP00000053211.1,NA,NA
ENSMMUP00000059212.1,NA,NA
ENSMMUP00000009780.3,NA,NA
ENSMMUP00000022012.3,NA,NA
ENSMMUP00000060696.1,NA,NA
ENSMMUP00000047126.1,NA,NA
ENSMMUP00000046265.1,NA,NA
ENSMMUP00000037650.2,NA,NA
ENSMMUP00000052891.1,NA,NA
ENSMMUP00000059056.1,NA,NA
ENSMMUP00000029325.2,NA,NA
ENSMMUP00000031620.2,NA,NA
ENSMMUP00000028643.3,NA,NA
ENSMMUP00000054188.1,NA,NA
ENSMMUP00000033291.1,NA,NA
ENSMMUP00000021640.1,NA,NA
ENSMMUP00000032176.2,NA,NA
ENSMMUP00000019362.2,NA,NA
ENSMMUP00000018197.3,NA,NA
ENSMMUP00000005136.3,NA,NA
ENSMMUP00000005756.3,NA,NA
ENSMMUP00000042634.1,NA,NA
ENSMMUP00000054469.1,NA,NA
ENSMMUP00000009398.3,NA,NA
ENSMMUP00000005152.2,NA,NA
ENSMMUP00000041092.1,NA,NA
ENSMMUP00000021263.3,NA,NA
ENSMMUP00000010826.2,NA,NA
ENSMMUP00000052880.1,NA,NA
ENSMMUP00000024739.3,NA,NA
ENSMMUP00000030857.2,NA,NA
ENSMMUP00000002697.3,NA,NA
ENSMMUP00000054892.1,NA,NA
ENSMMUP00000000326.3,NA,NA
ENSMMUP00000003636.3,NA,NA
ENSMMUP00000009601.2,NA,NA
ENSMMUP00000030192.2,NA,NA
ENSMMUP00000027186.1,NA,NA
ENSMMUP00000006638.2,NA,NA
ENSMMUP00000059487.1,NA,NA
ENSMMUP00000023029.3,NA,NA
ENSMMUP00000010238.2,NA,NA
ENSMMUP00000010834.3,NA,NA
ENSMMUP00000048146.1,NA,NA
ENSMMUP00000023174.2,NA,NA
ENSMMUP00000048827.1,NA,NA
ENSMMUP00000032735.2,NA,NA
ENSMMUP00000020935.3,NA,NA
ENSMMUP00000011317.2,NA,NA
ENSMMUP00000045219.1,NA,NA
ENSMMUP00000009171.3,NA,NA
ENSMMUP00000055790.1,NA,NA
ENSMMUP00000014403.2,NA,NA
ENSMMUP00000038100.2,NA,NA
ENSMMUP00000053590.1,NA,NA
ENSMMUP00000048511.1,NA,NA
ENSMMUP00000004679.3,NA,NA
ENSMMUP00000040823.2,NA,NA
ENSMMUP00000030469.3,NA,NA
ENSMMUP00000001528.2,NA,NA
ENSMMUP00000013910.3,NA,NA
ENSMMUP00000037688.2,NA,NA
ENSMMUP00000023609.3,NA,NA
ENSMMUP00000048490.1,NA,NA
ENSMMUP00000013185.1,NA,NA
ENSMMUP00000033536.2,NA,NA
ENSMMUP00000042442.1,NA,NA
ENSMMUP00000024184.3,NA,NA
ENSMMUP00000009165.2,NA,NA
ENSMMUP00000002605.3,NA,NA
ENSMMUP00000027823.3,NA,NA
ENSMMUP00000048591.1,NA,NA
ENSMMUP00000007579.3,NA,NA
ENSMMUP00000038791.1,NA,NA
ENSMMUP00000013629.3,NA,NA
ENSMMUP00000041932.1,NA,NA
ENSMMUP00000013900.2,NA,NA
ENSMMUP00000043709.1,NA,NA
ENSMMUP00000044742.1,NA,NA
ENSMMUP00000056581.1,NA,NA
ENSMMUP00000010487.2,NA,NA
ENSMMUP00000045687.1,NA,NA
ENSMMUP00000043701.1,NA,NA
ENSMMUP00000051114.1,NA,NA
ENSMMUP00000027234.2,NA,NA
ENSMMUP00000040840.1,NA,NA
ENSMMUP00000059172.1,NA,NA
ENSMMUP00000012575.3,NA,NA
ENSMMUP00000048057.1,NA,NA
ENSMMUP00000014437.3,NA,NA
ENSMMUP00000049637.1,NA,NA
ENSMMUP00000020110.1,NA,NA
ENSMMUP00000026954.3,NA,NA
ENSMMUP00000043858.1,NA,NA
ENSMMUP00000018205.3,NA,NA
ENSMMUP00000022372.3,NA,NA
ENSMMUP00000033338.2,NA,NA
ENSMMUP00000020910.3,NA,NA
ENSMMUP00000005833.2,NA,NA
ENSMMUP00000028610.3,NA,NA
ENSMMUP00000060196.1,NA,NA
ENSMMUP00000001741.2,NA,NA
ENSMMUP00000037383.2,NA,NA
ENSMMUP00000009363.3,NA,NA
ENSMMUP00000037279.1,NA,NA
ENSMMUP00000043633.1,NA,NA
ENSMMUP00000006602.3,NA,NA
ENSMMUP00000003234.2,NA,NA
ENSMMUP00000059007.1,NA,NA
ENSMMUP00000013356.3,NA,NA
ENSMMUP00000020126.3,NA,NA
ENSMMUP00000018211.2,NA,NA
ENSMMUP00000057045.1,NA,NA
ENSMMUP00000036100.2,NA,NA
ENSMMUP00000015256.2,NA,NA
ENSMMUP00000048345.1,NA,NA
ENSMMUP00000049718.1,NA,NA
ENSMMUP00000015355.3,NA,NA
ENSMMUP00000056684.1,NA,NA
ENSMMUP00000014064.3,NA,NA
ENSMMUP00000032220.2,NA,NA
ENSMMUP00000046454.1,NA,NA
ENSMMUP00000056580.1,NA,NA
ENSMMUP00000031529.2,NA,NA
ENSMMUP00000033609.2,NA,NA
ENSMMUP00000001207.3,NA,NA
ENSMMUP00000044386.1,NA,NA
ENSMMUP00000034774.2,NA,NA
ENSMMUP00000024972.3,NA,NA
ENSMMUP00000048708.1,NA,NA
ENSMMUP00000049398.1,NA,NA
ENSMMUP00000013615.3,NA,NA
ENSMMUP00000055550.1,NA,NA
ENSMMUP00000048301.1,NA,NA
ENSMMUP00000002629.1,NA,NA
ENSMMUP00000020131.1,NA,NA
ENSMMUP00000014793.3,NA,NA
ENSMMUP00000026199.2,NA,NA
ENSMMUP00000001537.2,NA,NA
ENSMMUP00000015194.2,NA,NA
ENSMMUP00000003021.3,NA,NA
ENSMMUP00000000409.3,NA,NA
ENSMMUP00000037472.2,NA,NA
ENSMMUP00000012682.3,NA,NA
ENSMMUP00000037004.2,NA,NA
ENSMMUP00000054536.1,NA,NA
ENSMMUP00000013609.2,NA,NA
ENSMMUP00000008000.3,NA,NA
ENSMMUP00000015349.2,NA,NA
ENSMMUP00000050265.1,NA,NA
ENSMMUP00000058591.1,NA,NA
ENSMMUP00000019135.2,NA,NA
ENSMMUP00000055969.1,NA,NA
ENSMMUP00000046351.1,NA,NA
ENSMMUP00000034389.1,NA,NA
ENSMMUP00000017294.3,NA,NA
ENSMMUP00000031900.2,NA,NA
ENSMMUP00000050050.1,NA,NA
ENSMMUP00000006070.3,NA,NA
ENSMMUP00000052239.1,NA,NA
ENSMMUP00000039863.2,NA,NA
ENSMMUP00000003589.2,NA,NA
ENSMMUP00000042243.1,NA,NA
ENSMMUP00000027839.3,NA,NA
ENSMMUP00000045144.1,NA,NA
ENSMMUP00000043723.1,NA,NA
ENSMMUP00000004830.3,NA,NA
ENSMMUP00000011126.2,NA,NA
ENSMMUP00000013817.3,NA,NA
ENSMMUP00000028561.3,NA,NA
ENSMMUP00000052379.1,NA,NA
ENSMMUP00000060212.1,NA,NA
ENSMMUP00000030020.2,NA,NA
ENSMMUP00000039591.2,NA,NA
ENSMMUP00000020886.3,NA,NA
ENSMMUP00000046419.1,NA,NA
ENSMMUP00000001695.3,NA,NA
ENSMMUP00000055381.1,NA,NA
ENSMMUP00000059573.1,NA,NA
ENSMMUP00000011647.1,NA,NA
ENSMMUP00000045263.1,NA,NA
ENSMMUP00000020562.3,NA,NA
ENSMMUP00000023746.3,NA,NA
ENSMMUP00000029837.1,NA,NA
ENSMMUP00000013807.2,NA,NA
ENSMMUP00000012275.2,NA,NA
ENSMMUP00000043001.1,NA,NA
ENSMMUP00000028303.3,NA,NA
ENSMMUP00000049845.1,NA,NA
ENSMMUP00000057717.1,NA,NA
ENSMMUP00000052292.1,NA,NA
ENSMMUP00000044419.1,NA,NA
ENSMMUP00000056652.1,NA,NA
ENSMMUP00000001138.2,NA,NA
ENSMMUP00000003714.3,NA,NA
ENSMMUP00000056876.1,NA,NA
ENSMMUP00000033256.1,NA,NA
ENSMMUP00000021775.3,NA,NA
ENSMMUP00000053855.1,NA,NA
ENSMMUP00000026408.2,NA,NA
ENSMMUP00000042458.1,NA,NA
ENSMMUP00000052464.1,NA,NA
ENSMMUP00000054627.1,NA,NA
ENSMMUP00000027893.3,NA,NA
ENSMMUP00000042960.1,NA,NA
ENSMMUP00000012110.3,NA,NA
ENSMMUP00000001221.3,NA,NA
ENSMMUP00000010688.2,NA,NA
ENSMMUP00000006159.3,NA,NA
ENSMMUP00000005287.3,NA,NA
ENSMMUP00000005539.2,NA,NA
ENSMMUP00000030873.2,NA,NA
ENSMMUP00000018312.1,NA,NA
ENSMMUP00000017968.2,NA,NA
ENSMMUP00000050471.1,NA,NA
ENSMMUP00000029786.3,NA,NA
ENSMMUP00000014578.3,NA,NA
ENSMMUP00000042608.1,NA,NA
ENSMMUP00000027615.2,NA,NA
ENSMMUP00000007470.3,NA,NA
ENSMMUP00000028522.1,NA,NA
ENSMMUP00000051626.1,NA,NA
ENSMMUP00000021773.2,NA,NA
ENSMMUP00000020449.2,NA,NA
ENSMMUP00000024287.3,NA,NA
ENSMMUP00000033224.1,NA,NA
ENSMMUP00000045248.1,NA,NA
ENSMMUP00000041093.2,NA,NA
ENSMMUP00000000879.3,NA,NA
ENSMMUP00000025658.2,NA,NA
ENSMMUP00000006145.3,NA,NA
ENSMMUP00000058866.1,NA,NA
ENSMMUP00000001002.2,NA,NA
ENSMMUP00000022878.3,NA,NA
ENSMMUP00000043994.1,NA,NA
ENSMMUP00000021937.3,NA,NA
ENSMMUP00000049397.1,NA,NA
ENSMMUP00000047743.1,NA,NA
ENSMMUP00000027609.3,NA,NA
ENSMMUP00000032585.2,NA,NA
ENSMMUP00000023235.3,NA,NA
ENSMMUP00000015743.3,NA,NA
ENSMMUP00000059594.1,NA,NA
ENSMMUP00000020726.3,NA,NA
ENSMMUP00000020013.3,NA,NA
ENSMMUP00000002750.3,NA,NA
ENSMMUP00000042620.1,NA,NA
ENSMMUP00000040071.2,NA,NA
ENSMMUP00000045689.1,NA,NA
ENSMMUP00000031001.1,NA,NA
ENSMMUP00000000706.2,NA,NA
ENSMMUP00000027325.3,NA,NA
ENSMMUP00000006420.3,NA,NA
ENSMMUP00000021800.3,NA,NA
ENSMMUP00000011471.3,NA,NA
ENSMMUP00000055413.1,NA,NA
ENSMMUP00000044271.1,NA,NA
ENSMMUP00000012767.3,NA,NA
ENSMMUP00000031537.2,NA,NA
ENSMMUP00000057618.1,NA,NA
ENSMMUP00000017238.3,NA,NA
ENSMMUP00000060831.1,NA,NA
ENSMMUP00000040546.1,NA,NA
ENSMMUP00000016810.3,NA,NA
ENSMMUP00000010185.3,NA,NA
ENSMMUP00000026301.3,NA,NA
ENSMMUP00000023221.2,NA,NA
ENSMMUP00000052818.1,NA,NA
ENSMMUP00000024180.3,NA,NA
ENSMMUP00000042210.1,NA,NA
ENSMMUP00000050364.1,NA,NA
ENSMMUP00000011846.3,NA,NA
ENSMMUP00000025835.3,NA,NA
ENSMMUP00000040578.1,NA,NA
ENSMMUP00000010298.2,NA,NA
ENSMMUP00000029960.3,NA,NA
ENSMMUP00000002213.1,NA,NA
ENSMMUP00000010290.3,NA,NA
ENSMMUP00000013045.3,NA,NA
ENSMMUP00000048764.1,NA,NA
ENSMMUP00000002982.3,NA,NA
ENSMMUP00000005113.2,NA,NA
ENSMMUP00000002935.2,NA,NA
ENSMMUP00000036964.2,NA,NA
ENSMMUP00000055772.1,NA,NA
ENSMMUP00000042922.1,NA,NA
ENSMMUP00000048484.1,NA,NA
ENSMMUP00000050804.1,NA,NA
ENSMMUP00000007626.3,NA,NA
ENSMMUP00000049798.1,NA,NA
ENSMMUP00000014002.2,NA,NA
ENSMMUP00000024362.3,NA,NA
ENSMMUP00000049515.1,NA,NA
ENSMMUP00000047899.1,NA,NA
ENSMMUP00000013688.3,NA,NA
ENSMMUP00000029970.1,NA,NA
ENSMMUP00000050712.1,NA,NA
ENSMMUP00000023031.1,NA,NA
ENSMMUP00000019829.3,NA,NA
ENSMMUP00000019717.3,NA,NA
ENSMMUP00000014968.3,NA,NA
ENSMMUP00000044063.1,NA,NA
ENSMMUP00000051787.1,NA,NA
ENSMMUP00000011822.3,NA,NA
ENSMMUP00000036713.2,NA,NA
ENSMMUP00000010902.2,NA,NA
ENSMMUP00000037197.2,NA,NA
ENSMMUP00000053070.1,NA,NA
ENSMMUP00000024670.2,NA,NA
ENSMMUP00000006562.3,NA,NA
ENSMMUP00000031448.1,NA,NA
ENSMMUP00000041464.1,NA,NA
ENSMMUP00000013144.3,NA,NA
ENSMMUP00000050864.1,NA,NA
ENSMMUP00000012463.3,NA,NA
ENSMMUP00000056921.1,NA,NA
ENSMMUP00000050133.1,NA,NA
ENSMMUP00000053264.1,NA,NA
ENSMMUP00000024151.2,NA,NA
ENSMMUP00000017153.3,NA,NA
ENSMMUP00000025498.3,NA,NA
ENSMMUP00000019422.3,NA,NA
ENSMMUP00000008469.2,NA,NA
ENSMMUP00000057958.1,NA,NA
ENSMMUP00000002955.3,NA,NA
ENSMMUP00000000945.3,NA,NA
ENSMMUP00000026602.3,NA,NA
ENSMMUP00000024738.3,NA,NA
ENSMMUP00000029072.3,NA,NA
ENSMMUP00000024438.3,NA,NA
ENSMMUP00000052438.1,NA,NA
ENSMMUP00000054918.1,NA,NA
ENSMMUP00000048926.1,NA,NA
ENSMMUP00000029123.3,NA,NA
ENSMMUP00000041812.1,NA,NA
ENSMMUP00000044313.1,NA,NA
ENSMMUP00000054310.1,NA,NA
ENSMMUP00000008327.3,NA,NA
ENSMMUP00000031128.3,NA,NA
ENSMMUP00000028495.2,NA,NA
ENSMMUP00000043011.1,NA,NA
ENSMMUP00000028380.3,NA,NA
ENSMMUP00000011206.3,NA,NA
ENSMMUP00000008674.3,NA,NA
ENSMMUP00000045801.1,NA,NA
ENSMMUP00000003094.2,NA,NA
ENSMMUP00000004243.3,NA,NA
ENSMMUP00000006052.2,NA,NA
ENSMMUP00000007234.3,NA,NA
ENSMMUP00000017935.2,NA,NA
ENSMMUP00000008409.3,NA,NA
ENSMMUP00000054258.1,NA,NA
ENSMMUP00000058991.1,NA,NA
ENSMMUP00000018675.3,NA,NA
ENSMMUP00000050705.1,NA,NA
ENSMMUP00000035442.1,NA,NA
ENSMMUP00000028440.3,NA,NA
ENSMMUP00000004034.2,NA,NA
ENSMMUP00000050665.1,NA,NA
ENSMMUP00000003613.3,NA,NA
ENSMMUP00000002929.2,NA,NA
ENSMMUP00000021412.2,NA,NA
ENSMMUP00000056351.1,NA,NA
ENSMMUP00000036525.2,NA,NA
ENSMMUP00000021390.3,NA,NA
ENSMMUP00000044927.1,NA,NA
ENSMMUP00000045792.1,NA,NA
ENSMMUP00000006175.2,NA,NA
ENSMMUP00000037603.2,NA,NA
ENSMMUP00000003402.3,NA,NA
ENSMMUP00000012692.3,NA,NA
ENSMMUP00000028407.3,NA,NA
ENSMMUP00000022662.2,NA,NA
ENSMMUP00000059462.1,NA,NA
ENSMMUP00000026231.2,NA,NA
ENSMMUP00000008204.2,NA,NA
ENSMMUP00000005364.1,NA,NA
ENSMMUP00000059631.1,NA,NA
ENSMMUP00000060169.1,NA,NA
ENSMMUP00000000418.3,NA,NA
ENSMMUP00000022431.2,NA,NA
ENSMMUP00000003509.2,NA,NA
ENSMMUP00000003603.3,NA,NA
ENSMMUP00000042657.1,NA,NA
ENSMMUP00000049270.1,NA,NA
ENSMMUP00000031986.2,NA,NA
ENSMMUP00000060542.1,NA,NA
ENSMMUP00000001987.2,NA,NA
ENSMMUP00000028149.3,NA,NA
ENSMMUP00000010952.2,NA,NA
ENSMMUP00000020356.3,NA,NA
ENSMMUP00000007433.3,NA,NA
ENSMMUP00000007910.3,NA,NA
ENSMMUP00000042048.1,NA,NA
ENSMMUP00000028641.2,NA,NA
ENSMMUP00000023799.3,NA,NA
ENSMMUP00000021210.3,NA,NA
ENSMMUP00000046708.1,NA,NA
ENSMMUP00000010435.3,NA,NA
ENSMMUP00000004863.3,NA,NA
ENSMMUP00000043292.1,NA,NA
ENSMMUP00000016883.2,NA,NA
ENSMMUP00000006928.2,NA,NA
ENSMMUP00000055276.1,NA,NA
ENSMMUP00000045928.1,NA,NA
ENSMMUP00000036310.2,NA,NA
ENSMMUP00000038384.2,NA,NA
ENSMMUP00000019721.3,NA,NA
ENSMMUP00000018252.2,NA,NA
ENSMMUP00000017465.3,NA,NA
ENSMMUP00000026804.3,NA,NA
ENSMMUP00000044869.1,NA,NA
ENSMMUP00000018087.3,NA,NA
ENSMMUP00000008715.2,NA,NA
ENSMMUP00000057881.1,NA,NA
ENSMMUP00000034945.2,NA,NA
ENSMMUP00000006200.2,NA,NA
ENSMMUP00000049457.1,NA,NA
ENSMMUP00000041450.1,NA,NA
ENSMMUP00000038608.2,NA,NA
ENSMMUP00000000452.3,NA,NA
ENSMMUP00000027075.3,NA,NA
ENSMMUP00000033681.2,NA,NA
ENSMMUP00000060957.1,NA,NA
ENSMMUP00000008187.3,NA,NA
ENSMMUP00000045539.1,NA,NA
ENSMMUP00000031706.2,NA,NA
ENSMMUP00000045026.1,NA,NA
ENSMMUP00000057350.1,NA,NA
ENSMMUP00000002031.2,NA,NA
ENSMMUP00000021901.2,NA,NA
ENSMMUP00000050965.1,NA,NA
ENSMMUP00000046069.1,NA,NA
ENSMMUP00000017165.2,NA,NA
ENSMMUP00000059430.1,NA,NA
ENSMMUP00000000378.2,NA,NA
ENSMMUP00000042057.1,NA,NA
ENSMMUP00000038006.1,NA,NA
ENSMMUP00000044613.1,NA,NA
ENSMMUP00000015115.3,NA,NA
ENSMMUP00000028417.3,NA,NA
ENSMMUP00000017487.3,NA,NA
ENSMMUP00000051376.1,NA,NA
ENSMMUP00000000392.3,NA,NA
ENSMMUP00000019614.3,NA,NA
ENSMMUP00000036374.1,NA,NA
ENSMMUP00000009308.3,NA,NA
ENSMMUP00000044912.1,NA,NA
ENSMMUP00000055063.1,NA,NA
ENSMMUP00000035295.2,NA,NA
ENSMMUP00000060649.1,NA,NA
ENSMMUP00000014596.2,NA,NA
ENSMMUP00000055171.1,NA,NA
ENSMMUP00000041662.1,NA,NA
ENSMMUP00000043009.1,NA,NA
ENSMMUP00000050235.1,NA,NA
ENSMMUP00000030661.3,NA,NA
ENSMMUP00000017241.3,NA,NA
ENSMMUP00000007091.2,NA,NA
ENSMMUP00000018237.3,NA,NA
ENSMMUP00000051196.1,NA,NA
ENSMMUP00000010086.2,NA,NA
ENSMMUP00000008415.2,NA,NA
ENSMMUP00000001020.2,NA,NA
ENSMMUP00000053652.1,NA,NA
ENSMMUP00000050905.1,NA,NA
ENSMMUP00000054435.1,NA,NA
ENSMMUP00000055801.1,NA,NA
ENSMMUP00000051931.1,NA,NA
ENSMMUP00000018047.3,NA,NA
ENSMMUP00000029725.2,NA,NA
ENSMMUP00000037796.2,NA,NA
ENSMMUP00000016130.3,NA,NA
ENSMMUP00000014225.3,NA,NA
ENSMMUP00000059934.1,NA,NA
ENSMMUP00000032896.1,NA,NA
ENSMMUP00000021184.3,NA,NA
ENSMMUP00000059943.1,NA,NA
ENSMMUP00000037444.1,NA,NA
ENSMMUP00000058639.1,NA,NA
ENSMMUP00000061016.1,NA,NA
ENSMMUP00000057539.1,NA,NA
ENSMMUP00000034616.2,NA,NA
ENSMMUP00000043646.1,NA,NA
ENSMMUP00000011453.3,NA,NA
ENSMMUP00000053236.1,NA,NA
ENSMMUP00000049333.1,NA,NA
ENSMMUP00000021156.3,NA,NA
ENSMMUP00000052696.1,NA,NA
ENSMMUP00000005367.2,NA,NA
ENSMMUP00000046492.1,NA,NA
ENSMMUP00000045762.1,NA,NA
ENSMMUP00000008133.3,NA,NA
ENSMMUP00000016910.3,NA,NA
ENSMMUP00000026541.3,NA,NA
ENSMMUP00000039972.2,NA,NA
ENSMMUP00000022374.3,NA,NA
ENSMMUP00000059174.1,NA,NA
ENSMMUP00000007776.3,NA,NA
ENSMMUP00000055120.1,NA,NA
ENSMMUP00000027047.2,NA,NA
ENSMMUP00000058625.1,NA,NA
ENSMMUP00000001997.2,NA,NA
ENSMMUP00000023825.3,NA,NA
ENSMMUP00000041124.2,NA,NA
ENSMMUP00000036491.2,NA,NA
ENSMMUP00000016288.2,NA,NA
ENSMMUP00000008343.3,NA,NA
ENSMMUP00000047554.1,NA,NA
ENSMMUP00000028056.2,NA,NA
ENSMMUP00000027057.3,NA,NA
ENSMMUP00000036728.2,NA,NA
ENSMMUP00000009749.3,NA,NA
ENSMMUP00000029384.3,NA,NA
ENSMMUP00000057698.1,NA,NA
ENSMMUP00000030409.2,NA,NA
ENSMMUP00000053185.1,NA,NA
ENSMMUP00000026177.3,NA,NA
ENSMMUP00000043486.1,NA,NA
ENSMMUP00000024559.3,NA,NA
ENSMMUP00000053179.1,NA,NA
ENSMMUP00000034723.2,NA,NA
ENSMMUP00000046571.1,NA,NA
ENSMMUP00000057545.1,NA,NA
ENSMMUP00000018892.1,NA,NA
ENSMMUP00000018544.3,NA,NA
ENSMMUP00000024628.2,NA,NA
ENSMMUP00000013064.3,NA,NA
ENSMMUP00000049369.1,NA,NA
ENSMMUP00000047193.1,NA,NA
ENSMMUP00000019047.2,NA,NA
ENSMMUP00000052210.1,NA,NA
ENSMMUP00000045480.1,NA,NA
ENSMMUP00000051903.1,NA,NA
ENSMMUP00000055000.1,NA,NA
ENSMMUP00000048107.1,NA,NA
ENSMMUP00000060416.1,NA,NA
ENSMMUP00000026050.2,NA,NA
ENSMMUP00000023570.3,NA,NA
ENSMMUP00000006491.3,NA,NA
ENSMMUP00000056530.1,NA,NA
ENSMMUP00000056331.1,NA,NA
ENSMMUP00000047618.1,NA,NA
ENSMMUP00000047374.1,NA,NA
ENSMMUP00000039124.2,NA,NA
ENSMMUP00000002045.3,NA,NA
ENSMMUP00000028704.3,NA,NA
ENSMMUP00000047109.1,NA,NA
ENSMMUP00000057525.1,NA,NA
ENSMMUP00000023342.3,NA,NA
ENSMMUP00000059713.1,NA,NA
ENSMMUP00000025233.2,NA,NA
ENSMMUP00000003254.2,NA,NA
ENSMMUP00000016496.3,NA,NA
ENSMMUP00000025439.3,NA,NA
ENSMMUP00000037351.2,NA,NA
ENSMMUP00000042514.1,NA,NA
ENSMMUP00000043756.1,NA,NA
ENSMMUP00000058522.1,NA,NA
ENSMMUP00000056179.1,NA,NA
ENSMMUP00000028215.3,NA,NA
ENSMMUP00000043673.1,NA,NA
ENSMMUP00000020582.3,NA,NA
ENSMMUP00000060477.1,NA,NA
ENSMMUP00000054884.1,NA,NA
ENSMMUP00000001560.3,NA,NA
ENSMMUP00000018055.1,NA,NA
ENSMMUP00000009222.2,NA,NA
ENSMMUP00000003273.2,NA,NA
ENSMMUP00000054862.1,NA,NA
ENSMMUP00000005617.2,NA,NA
ENSMMUP00000031462.2,NA,NA
ENSMMUP00000043719.1,NA,NA
ENSMMUP00000001101.3,NA,NA
ENSMMUP00000016622.2,NA,NA
ENSMMUP00000032756.2,NA,NA
ENSMMUP00000046142.1,NA,NA
ENSMMUP00000012262.3,NA,NA
ENSMMUP00000011593.3,NA,NA
ENSMMUP00000017809.2,NA,NA
ENSMMUP00000044393.1,NA,NA
ENSMMUP00000043452.1,NA,NA
ENSMMUP00000054429.1,NA,NA
ENSMMUP00000006013.3,NA,NA
ENSMMUP00000037156.2,NA,NA
ENSMMUP00000002868.3,NA,NA
ENSMMUP00000035080.2,NA,NA
ENSMMUP00000007284.2,NA,NA
ENSMMUP00000048086.1,NA,NA
ENSMMUP00000053313.1,NA,NA
ENSMMUP00000048016.1,NA,NA
ENSMMUP00000001272.3,NA,NA
